full name,code,Sector_main,sector,EPS,P/E,DY,DPS,RSI_status,Stochastic_status,Market_Cap (M),risk_klse,ta,tl,te,debt_ratio,debt-equity_ratio,risk_pdf,risk
RADIANT GLOBALTECH BERHAD,202, Ace Market,Technology ,0.57,42,0,0,Neutral,Oversold,126,medium,,,,,,,medium
RALCO CORPORATION BERHAD,7498, Main Market,Industrial Products & Services ,-21.76,-1,0,0,Neutral,Neutral,10.2,high,,,,,,,high
RANHILL HOLDINGS BERHAD,5272, Main Market,Utilities ,5.13,25,0.0388,5,Neutral,Neutral,1145.9,low,1311262000,16954000,1294308000,0.012929529,0.013098891,low,low
RAPID SYNERGY BERHAD,7765, Main Market,Property ,0.52,1088,0,0,Neutral,Neutral,609.3,medium,226175000,98757000,127418000,0.43663977,0.775063178,low,medium
RCE CAPITAL BERHAD,9296, Main Market,Financial Services ,26.34,6,0.0476,8,Neutral,Overbought,604.8,low,,,,,,,low
REACH ENERGY BERHAD,5256, Main Market,Energy ,-4.05,-7,0,0,Neutral,Neutral,328.9,high,,,,,,,high
REDTONE INTERNATIONAL BERHAD,32, Ace Market,Telecommunications & Media ,1.81,17,0,0,Overbought,Overbought,235.1,medium,,,,,,,medium
REDTONE INTERNATIONAL BERHAD,32, Ace Market,Telecommunications & Media ,1.81,17,0,0,Overbought,Overbought,235.1,medium,,,,,,,medium
REDTONE INTERNATIONAL BERHAD,32, Ace Market,Telecommunications & Media ,1.81,17,0,0,Overbought,Overbought,235.1,medium,,,,,,,medium
REDTONE INTERNATIONAL BERHAD,32, Ace Market,Telecommunications & Media ,1.81,17,0,0,Overbought,Overbought,235.1,medium,,,,,,,medium
REDTONE INTERNATIONAL BERHAD,32, Ace Market,Telecommunications & Media ,1.81,16,0,0,Neutral,Neutral,216.1,medium,,,,,,,medium
REDTONE INTERNATIONAL BERHAD,32, Ace Market,Telecommunications & Media ,1.81,16,0,0,Neutral,Neutral,216.1,medium,,,,,,,medium
REDTONE INTERNATIONAL BERHAD,32, Ace Market,Telecommunications & Media ,1.81,16,0,0,Neutral,Neutral,216.1,medium,,,,,,,medium
REDTONE INTERNATIONAL BERHAD,32, Ace Market,Telecommunications & Media ,1.81,16,0,0,Neutral,Neutral,216.1,medium,,,,,,,medium
REDTONE INTERNATIONAL BERHAD,32, Ace Market,Telecommunications & Media ,1.81,16,0,0,Neutral,Neutral,216.1,medium,,,,,,,medium
REDTONE INTERNATIONAL BERHAD,32, Ace Market,Telecommunications & Media ,1.81,16,0,0,Neutral,Neutral,216.1,medium,,,,,,,medium
REDTONE INTERNATIONAL BERHAD,32, Ace Market,Telecommunications & Media ,1.81,16,0,0,Neutral,Neutral,216.1,medium,,,,,,,medium
REDTONE INTERNATIONAL BERHAD,32, Ace Market,Telecommunications & Media ,1.81,16,0,0,Neutral,Neutral,216.1,medium,,,,,,,medium
REDTONE INTERNATIONAL BERHAD,32, Ace Market,Telecommunications & Media ,1.81,17,0,0,Neutral,Neutral,227.5,medium,,,,,,,medium
REDTONE INTERNATIONAL BERHAD,32, Ace Market,Telecommunications & Media ,1.81,17,0,0,Neutral,Neutral,227.5,medium,,,,,,,medium
REDTONE INTERNATIONAL BERHAD,32, Ace Market,Telecommunications & Media ,1.81,17,0,0,Neutral,Neutral,227.5,medium,,,,,,,medium
REDTONE INTERNATIONAL BERHAD,32, Ace Market,Telecommunications & Media ,1.81,17,0,0,Neutral,Neutral,227.5,medium,,,,,,,medium
RESINTECH BERHAD,7232, Main Market,Industrial Products & Services ,0.83,36,0.0833,2.5,Neutral,Neutral,41.2,medium,,,,,,,medium
REV ASIA BERHAD,173, Ace Market,Telecommunications & Media ,-0.46,-43,0,0,Neutral,Oversold,26.9,high,6893998,331050,6562948,0.048020031,0.050442271,low,medium
REVENUE GROUP BERHAD,200, Ace Market,Technology ,3.53,34,0,0,Neutral,Oversold,265.2,medium,,,,,,,medium
REXIT BERHAD,106, Ace Market,Technology ,4.02,15,0.05,3,Neutral,Neutral,113.6,low,,,,,,,low
RGB INTERNATIONAL BHD,37, Main Market,Consumer Products & Services ,2.28,9,0,0,Neutral,Oversold,331.2,medium,,,,,,,medium
RHB BANK BERHAD,1066, Main Market,Financial Services ,57.49,10,0.0135,7.5,Neutral,Neutral,22295.9,low,1.81E+11,1.62E+11,19302778000,0.895027624,8.392574375,medium,medium
RHONE MA HOLDINGS BERHAD,5278, Main Market,Consumer Products & Services ,5.51,14,0.0121,0.91,Neutral,Neutral,137,low,,,,,,,low
RIMBUNAN SAWIT BERHAD,5113, Main Market,Plantation ,-10.14,-2,0,0,Neutral,Neutral,276.6,high,900657749,70864925,829792824,0.078681303,0.085400745,low,medium
ROHAS TECNIC BERHAD,9741, Main Market,Industrial Products & Services ,3.41,17,0.0265,1.5,Neutral,Oversold,267.1,low,,,,,,,low
RUBBEREX CORPORATION (M) BERHAD,7803, Main Market,Industrial Products & Services ,3.05,15,0.038,1.75,Neutral,Neutral,116,low,,,,,,,low
S P SETIA BERHAD,8664, Main Market,Property ,16.95,13,0.0172,3.88,Neutral,Neutral,8906.8,low,,,,,,,low
SALCON BERHAD,8567, Main Market,Utilities ,0.25,101,0,0,Neutral,Overbought,216,medium,,,,,,,medium
SALUTICA BERHAD,183, Main Market,Consumer Products & Services ,0.57,66,0.0632,2.4,Neutral,Neutral,147.4,medium,,,,,,,medium
SAMCHEM HOLDINGS BERHAD,5147, Main Market,Industrial Products & Services ,7.85,8,0.0331,2,Neutral,Oversold,164.6,medium,,,,,,,medium
SAMCHEM HOLDINGS BERHAD,5147, Main Market,Industrial Products & Services ,7.85,8,0.0331,2,Neutral,Oversold,164.6,medium,,,,,,,medium
SAMCHEM HOLDINGS BERHAD,5147, Main Market,Industrial Products & Services ,7.85,8,0.0331,2,Neutral,Oversold,164.6,medium,,,,,,,medium
SAMCHEM HOLDINGS BERHAD,5147, Main Market,Industrial Products & Services ,7.85,8,0.0331,2,Neutral,Oversold,164.6,medium,,,,,,,medium
SAMCHEM HOLDINGS BERHAD,5147, Main Market,Industrial Products & Services ,7.85,8,0.0333,2,Neutral,Oversold,163.2,medium,,,,,,,medium
SAMCHEM HOLDINGS BERHAD,5147, Main Market,Industrial Products & Services ,7.85,8,0.0333,2,Neutral,Oversold,163.2,medium,,,,,,,medium
SAMCHEM HOLDINGS BERHAD,5147, Main Market,Industrial Products & Services ,7.85,8,0.0333,2,Neutral,Oversold,163.2,medium,,,,,,,medium
SAMCHEM HOLDINGS BERHAD,5147, Main Market,Industrial Products & Services ,7.85,8,0.0333,2,Neutral,Oversold,163.2,medium,,,,,,,medium
SAMCHEM HOLDINGS BERHAD,5147, Main Market,Industrial Products & Services ,7.85,8,0.0333,2,Neutral,Oversold,163.2,medium,,,,,,,medium
SAMCHEM HOLDINGS BERHAD,5147, Main Market,Industrial Products & Services ,7.85,8,0.0333,2,Neutral,Oversold,163.2,medium,,,,,,,medium
SAMCHEM HOLDINGS BERHAD,5147, Main Market,Industrial Products & Services ,7.85,8,0.0333,2,Neutral,Oversold,163.2,medium,,,,,,,medium
SAMCHEM HOLDINGS BERHAD,5147, Main Market,Industrial Products & Services ,7.85,8,0.0333,2,Neutral,Oversold,163.2,medium,,,,,,,medium
SAMCHEM HOLDINGS BERHAD,5147, Main Market,Industrial Products & Services ,7.85,8,0.0336,2,Neutral,Oversold,161.8,medium,,,,,,,medium
SAMCHEM HOLDINGS BERHAD,5147, Main Market,Industrial Products & Services ,7.85,8,0.0336,2,Neutral,Oversold,161.8,medium,,,,,,,medium
SAMCHEM HOLDINGS BERHAD,5147, Main Market,Industrial Products & Services ,7.85,8,0.0336,2,Neutral,Oversold,161.8,medium,,,,,,,medium
SAMCHEM HOLDINGS BERHAD,5147, Main Market,Industrial Products & Services ,7.85,8,0.0336,2,Neutral,Oversold,161.8,medium,,,,,,,medium
SAND NISKO CAPITAL BERHAD,7943, Main Market,Consumer Products & Services ,-4.27,-6,0,0,Neutral,Oversold,15.8,high,,,,,,,high
SANICHI TECHNOLOGY BERHAD,133, Ace Market,Industrial Products & Services ,-1.83,-3,0,0,Neutral,Neutral,61,high,239691860,9866659,229825201,0.04116393,0.042931145,low,medium
SAPURA ENERGY BERHAD,5218, Main Market,Energy ,1.3,25,0.0012,0.04,Neutral,Neutral,5273.1,low,,,,,,,low
SAPURA ENERGY BERHAD,5218, Main Market,Energy ,1.3,25,0.0012,0.04,Neutral,Neutral,5273.1,low,,,,,,,low
SAPURA ENERGY BERHAD,5218, Main Market,Energy ,1.3,25,0.0012,0.04,Neutral,Neutral,5273.1,low,,,,,,,low
SAPURA ENERGY BERHAD,5218, Main Market,Energy ,1.3,25,0.0012,0.04,Neutral,Neutral,5273.1,low,,,,,,,low
SAPURA ENERGY BERHAD,5218, Main Market,Energy ,1.3,25,0.0012,0.04,Neutral,Neutral,5273.1,low,,,,,,,low
SAPURA ENERGY BERHAD,5218, Main Market,Energy ,1.3,25,0.0012,0.04,Neutral,Neutral,5273.1,low,,,,,,,low
SAPURA ENERGY BERHAD,5218, Main Market,Energy ,1.3,26,0.0012,0.04,Neutral,Neutral,5353,low,,,,,,,low
SAPURA ENERGY BERHAD,5218, Main Market,Energy ,1.3,26,0.0012,0.04,Neutral,Neutral,5353,low,,,,,,,low
SAPURA ENERGY BERHAD,5218, Main Market,Energy ,1.3,26,0.0012,0.04,Neutral,Neutral,5353,low,,,,,,,low
SAPURA INDUSTRIAL BERHAD,7811, Main Market,Industrial Products & Services ,5.82,14,0.05,4,Neutral,Overbought,58.2,medium,,,,,,,medium
SAPURA INDUSTRIAL BERHAD,7811, Main Market,Industrial Products & Services ,5.82,14,0.05,4,Neutral,Overbought,58.2,medium,,,,,,,medium
SAPURA INDUSTRIAL BERHAD,7811, Main Market,Industrial Products & Services ,5.82,13,0.0526,4,Neutral,Neutral,55.3,medium,,,,,,,medium
SAPURA INDUSTRIAL BERHAD,7811, Main Market,Industrial Products & Services ,5.82,13,0.0526,4,Neutral,Neutral,55.3,medium,,,,,,,medium
SAPURA RESOURCES BERHAD,4596, Main Market,Property ,-4.4,-14,0,0,Neutral,Neutral,88.6,high,,,,,,,high
SAPURA RESOURCES BERHAD,4596, Main Market,Property ,-4.4,-14,0,0,Neutral,Neutral,88.6,high,,,,,,,high
SAPURA RESOURCES BERHAD,4596, Main Market,Property ,-4.4,-14,0,0,Neutral,Neutral,85.9,high,,,,,,,high
SAPURA RESOURCES BERHAD,4596, Main Market,Property ,-4.4,-14,0,0,Neutral,Neutral,85.9,high,,,,,,,high
SARAWAK CABLE BERHAD,5170, Main Market,Industrial Products & Services ,-12.35,-3,0,0,Overbought,Overbought,115.7,high,571141000,391045000,180096000,0.684673312,2.171314188,medium,high
SARAWAK CONSOLIDATED INDUSTRIES BERHAD,9237, Main Market,Industrial Products & Services ,-11.14,-4,0,0,Neutral,Neutral,42.9,high,48326719,3668359,44658360,0.075907471,0.082142716,low,medium
SARAWAK OIL PALMS BERHAD,5126, Main Market,Plantation ,10.74,24,0,0,Neutral,Neutral,1484.3,low,2428755000,356917000,2071838000,0.146954715,0.172270708,low,low
SAUDEE GROUP BERHAD,5157, Main Market,Consumer Products & Services ,-2.24,-14,0,0,Neutral,Neutral,41.7,high,65807085,4233074,61574011,0.064325505,0.068747738,low,medium
SAUDEE GROUP BERHAD,5157, Main Market,Consumer Products & Services ,-2.24,-14,0,0,Neutral,Neutral,41.7,high,65807085,4233074,61574011,0.064325505,0.068747738,low,medium
SAUDEE GROUP BERHAD,5157, Main Market,Consumer Products & Services ,-2.24,-14,0,0,Neutral,Neutral,42.4,high,65807085,4233074,61574011,0.064325505,0.068747738,low,medium
SAUDEE GROUP BERHAD,5157, Main Market,Consumer Products & Services ,-2.24,-14,0,0,Neutral,Neutral,42.4,high,65807085,4233074,61574011,0.064325505,0.068747738,low,medium
SBC CORPORATION BERHAD,5207, Main Market,Property ,3.78,13,0,0,Neutral,Neutral,130.4,medium,,,,,,,medium
SC ESTATE BUILDER BERHAD,109, Ace Market,Construction ,0.16,19,0,0,Neutral,Overbought,26.5,medium,,,,,,,medium
SCANWOLF CORPORATION BERHAD,7239, Main Market,Industrial Products & Services ,-6.44,-3,0,0,Neutral,Overbought,16.8,high,,,,,,,high
SCC HOLDINGS BERHAD,158, Ace Market,Consumer Products & Services ,4.98,10,0.0654,3.4,Neutral,Neutral,73.4,medium,29995000,2526000,27469000,0.084214036,0.091958207,low,medium
SCGM BHD,7247, Main Market,Industrial Products & Services ,1.12,95,0.0118,1.25,Oversold,Neutral,205.2,medium,,,,,,,medium
SCGM BHD,7247, Main Market,Industrial Products & Services ,1.12,95,0.0118,1.25,Oversold,Neutral,205.2,medium,,,,,,,medium
SCGM BHD,7247, Main Market,Industrial Products & Services ,1.12,93,0.012,1.25,Oversold,Oversold,201.3,medium,,,,,,,medium
SCGM BHD,7247, Main Market,Industrial Products & Services ,1.12,93,0.012,1.25,Oversold,Oversold,201.3,medium,,,,,,,medium
SCICOM (MSC) BERHAD,99, Main Market,Industrial Products & Services ,6.52,18,0.0708,8.5,Neutral,Oversold,426.5,low,,,,,,,low
SCIENTEX BERHAD,4731, Main Market,Industrial Products & Services ,53.82,16,0.0236,20,Neutral,Neutral,4366.9,low,529068000,33776000,495292000,0.063840565,0.068194116,low,low
SCIENTEX BERHAD,4731, Main Market,Industrial Products & Services ,53.82,16,0.0236,20,Neutral,Neutral,4366.9,low,529068000,33776000,495292000,0.063840565,0.068194116,low,low
SCIENTEX BERHAD,4731, Main Market,Industrial Products & Services ,53.82,16,0.0236,20,Neutral,Neutral,4366.9,low,529068000,33776000,495292000,0.063840565,0.068194116,low,low
SCIENTEX BERHAD,4731, Main Market,Industrial Products & Services ,53.82,16,0.0236,20,Neutral,Neutral,4366.9,low,529068000,33776000,495292000,0.063840565,0.068194116,low,low
SCIENTEX BERHAD,4731, Main Market,Industrial Products & Services ,53.82,16,0.0235,20,Neutral,Neutral,4372,low,529068000,33776000,495292000,0.063840565,0.068194116,low,low
SCIENTEX BERHAD,4731, Main Market,Industrial Products & Services ,53.82,16,0.0235,20,Neutral,Neutral,4372,low,529068000,33776000,495292000,0.063840565,0.068194116,low,low
SCIENTEX BERHAD,4731, Main Market,Industrial Products & Services ,53.82,16,0.0235,20,Neutral,Neutral,4372,low,529068000,33776000,495292000,0.063840565,0.068194116,low,low
SCIENTEX BERHAD,4731, Main Market,Industrial Products & Services ,53.82,16,0.0235,20,Neutral,Neutral,4372,low,529068000,33776000,495292000,0.063840565,0.068194116,low,low
SCIENTEX BERHAD,4731, Main Market,Industrial Products & Services ,53.82,16,0.0237,20,Neutral,Neutral,4336,low,529068000,33776000,495292000,0.063840565,0.068194116,low,low
SCIENTEX BERHAD,4731, Main Market,Industrial Products & Services ,53.82,16,0.0237,20,Neutral,Neutral,4336,low,529068000,33776000,495292000,0.063840565,0.068194116,low,low
SCIENTEX BERHAD,4731, Main Market,Industrial Products & Services ,53.82,16,0.0237,20,Neutral,Neutral,4336,low,529068000,33776000,495292000,0.063840565,0.068194116,low,low
SCIENTEX BERHAD,4731, Main Market,Industrial Products & Services ,53.82,16,0.0237,20,Neutral,Neutral,4336,low,529068000,33776000,495292000,0.063840565,0.068194116,low,low
SCIENTEX BERHAD,4731, Main Market,Industrial Products & Services ,53.82,16,0.0234,20,Neutral,Overbought,4397.8,low,529068000,33776000,495292000,0.063840565,0.068194116,low,low
SCIENTEX BERHAD,4731, Main Market,Industrial Products & Services ,53.82,16,0.0234,20,Neutral,Overbought,4397.8,low,529068000,33776000,495292000,0.063840565,0.068194116,low,low
SCIENTEX BERHAD,4731, Main Market,Industrial Products & Services ,53.82,16,0.0234,20,Neutral,Overbought,4397.8,low,529068000,33776000,495292000,0.063840565,0.068194116,low,low
SCIENTEX BERHAD,4731, Main Market,Industrial Products & Services ,53.82,16,0.0234,20,Neutral,Overbought,4397.8,low,529068000,33776000,495292000,0.063840565,0.068194116,low,low
SCOMI ENERGY SERVICES BHD,7045, Main Market,Energy ,-6.16,-1,0,0,Neutral,Neutral,117.1,high,,,,,,,high
SCOMI GROUP BERHAD,7158, Main Market,Energy ,-21.34,0,0,0,Neutral,Neutral,49.2,high,,,,,,,high
SCOPE INDUSTRIES BERHAD,28, Ace Market,Industrial Products & Services ,-0.22,-77,0.0294,0.5,Neutral,Neutral,95.3,high,,,,,,,high
SEACERA GROUP BERHAD,7073, Main Market,Industrial Products & Services ,-9.85,-4,0,0,Neutral,Neutral,163.5,high,,,,,,,high
SEACERA GROUP BERHAD,7073, Main Market,Industrial Products & Services ,-9.85,-4,0,0,Neutral,Neutral,163.5,high,,,,,,,high
SEACERA GROUP BERHAD,7073, Main Market,Industrial Products & Services ,-9.41,-4,0,0,Neutral,Neutral,171.2,high,,,,,,,high
SEACERA GROUP BERHAD,7073, Main Market,Industrial Products & Services ,-9.41,-4,0,0,Neutral,Neutral,171.2,high,,,,,,,high
SEALINK INTERNATIONAL BERHAD,5145, Main Market,Transportation & Logistics ,-3.95,-4,0,0,Neutral,Overbought,70,high,,,,,,,high
SECUREMETRIC BERHAD,203, Ace Market,Technology ,0.82,64,0,0,Neutral,Overbought,126.7,medium,,,,,,,medium
SEDANIA INNOVATOR BERHAD,178, Ace Market,Telecommunications & Media ,-1.93,-6,0,0,Neutral,Neutral,27.1,high,,,,,,,high
SEE HUP CONSOLIDATED BERHAD,7053, Main Market,Transportation & Logistics ,-4.19,-22,0.0196,1.8,Oversold,Oversold,74,high,,,,,,,high
SEG INTERNATIONAL BHD,9792, Main Market,Consumer Products & Services ,3.33,19,0.0429,2.7,Neutral,Oversold,796.7,low,170940000,56183000,114757000,0.328670879,0.489582335,low,low
SELANGOR DREDGING BERHAD,2224, Main Market,Property ,2.44,27,0.0382,2.5,Neutral,Neutral,279.1,low,,,,,,,low
SELANGOR PROPERTIES BERHAD,1783, Main Market,Property ,18.01,35,0,0,Overbought,Overbought,2144.2,low,1156692000,1060982000,95710000,0.917255415,11.08538293,medium,medium
SELANGOR PROPERTIES BERHAD,1783, Main Market,Property ,18.01,35,0,0,Overbought,Overbought,2144.2,low,1156692000,1060982000,95710000,0.917255415,11.08538293,medium,medium
SELANGOR PROPERTIES BERHAD,1783, Main Market,Property ,18.01,35,0,0,Overbought,Overbought,2144.2,low,1156692000,1060982000,95710000,0.917255415,11.08538293,medium,medium
SELANGOR PROPERTIES BERHAD,1783, Main Market,Property ,18.01,35,0,0,Overbought,Neutral,2140.7,low,1156692000,1060982000,95710000,0.917255415,11.08538293,medium,medium
SELANGOR PROPERTIES BERHAD,1783, Main Market,Property ,18.01,35,0,0,Overbought,Neutral,2140.7,low,1156692000,1060982000,95710000,0.917255415,11.08538293,medium,medium
SELANGOR PROPERTIES BERHAD,1783, Main Market,Property ,18.01,35,0,0,Overbought,Neutral,2140.7,low,1156692000,1060982000,95710000,0.917255415,11.08538293,medium,medium
SELANGOR PROPERTIES BERHAD,1783, Main Market,Property ,18.01,35,0,0,Overbought,Overbought,2147.6,low,1156692000,1060982000,95710000,0.917255415,11.08538293,medium,medium
SELANGOR PROPERTIES BERHAD,1783, Main Market,Property ,18.01,35,0,0,Overbought,Overbought,2147.6,low,1156692000,1060982000,95710000,0.917255415,11.08538293,medium,medium
SELANGOR PROPERTIES BERHAD,1783, Main Market,Property ,18.01,35,0,0,Overbought,Overbought,2147.6,low,1156692000,1060982000,95710000,0.917255415,11.08538293,medium,medium
SENI JAYA CORPORATION BERHAD,9431, Main Market,Telecommunications & Media ,-1.89,-32,0,0,Neutral,Neutral,24.7,high,,,,,,,high
SENTORIA GROUP BERHAD,5213, Main Market,Property ,3.72,11,0,0,Neutral,Neutral,232.6,medium,504472000,194674000,309798000,0.385896541,0.628390112,low,medium
SERBA DINAMIK HOLDINGS BERHAD,5279, Main Market,Energy ,26.41,15,0.0206,8,Neutral,Oversold,5697.8,low,2199738000,851352000,1348386000,0.387024273,0.631385968,low,low
SEREMBAN ENGINEERING BERHAD,5163, Main Market,Industrial Products & Services ,-9.74,-5,0,0,Overbought,Overbought,35.6,high,,,,,,,high
SERSOL BERHAD,55, Ace Market,Industrial Products & Services ,-0.35,-29,0,0,Neutral,Neutral,21.5,high,20997759,49400,20948359,0.002352632,0.00235818,low,medium
SHANGRI-LA HOTELS (MALAYSIA) BERHAD,5517, Main Market,Consumer Products & Services ,16.04,35,0.0265,15,Neutral,Neutral,2494.8,low,,,,,,,low
SHH RESOURCES HOLDINGS BERHAD,7412, Main Market,Consumer Products & Services ,-19.4,-3,0,0,Neutral,Neutral,25,high,,,,,,,high
SHIN YANG SHIPPING CORPORATION BERHAD,5173, Main Market,Transportation & Logistics ,0.53,58,0,0,Neutral,Neutral,372,medium,1244425026,24056198,1220368828,0.019331175,0.019712236,low,medium
SIGNATURE INTERNATIONAL BERHAD,7246, Main Market,Consumer Products & Services ,1.02,39,0.0375,1.5,Neutral,Neutral,96.1,medium,,,,,,,medium
SILVER RIDGE HOLDINGS BHD,129, Ace Market,Telecommunications & Media ,0.64,36,0,0,Neutral,Oversold,31.8,medium,15623757,4153979,11469778,0.265875807,0.362167341,low,medium
SIME DARBY PLANTATION BERHAD,5285, Main Market,Plantation ,7.6,67,0.0308,15.7,Neutral,Neutral,35111.3,low,,,,,,,low
SIME DARBY PROPERTY BERHAD,5288, Main Market,Property ,-3.51,-30,0.0381,4,Neutral,Neutral,7140.9,medium,9832452000,1018756000,8813696000,0.103611591,0.115587831,low,medium
SIN HENG CHAN (MALAYA) BERHAD,4316, Main Market,Plantation ,-4.77,-8,0,0,Neutral,Neutral,48.8,high,103197949,6550546,96647403,0.063475544,0.067777776,low,medium
SINMAH CAPITAL BERHAD,9776, Main Market,Consumer Products & Services ,-18.07,-1,0,0,Neutral,Neutral,34.2,high,82918000,250000,82668000,0.003015027,0.003024145,low,medium
SINO HUA-AN INTERNATIONAL BERHAD,2739, Main Market,Energy ,2.64,8,0,0,Neutral,Neutral,246.9,medium,,,,,,,medium
SINOTOP HOLDINGS BERHAD,8532, Main Market,Consumer Products & Services ,1.15,26,0,0,Neutral,Neutral,118.5,medium,,,,,,,medium
SKB SHUTTERS CORPORATION BERHAD,7115, Main Market,Industrial Products & Services ,5.23,12,0,0,Neutral,Overbought,24.8,medium,,,,,,,medium
SKP RESOURCES BHD,7155, Main Market,Industrial Products & Services ,8.46,15,0.0389,5.06,Neutral,Neutral,1625.2,low,,,,,,,low
SMIS CORPORATION BERHAD,7132, Main Market,Industrial Products & Services ,-9.65,-5,0,0,Neutral,Neutral,19.5,high,,,,,,,high
SMRT HOLDINGS BERHAD,117, Ace Market,Technology ,0.89,14,0,0,Neutral,Neutral,48.8,medium,123773083,29455967,94317116,0.237983625,0.312307758,low,medium
SMTRACK BERHAD,169, Ace Market,Technology ,-3.2,-3,0,0,Neutral,Neutral,13.9,high,14454776,1756173,12698603,0.121494307,0.138296551,low,medium
SOLID AUTOMOTIVE BERHAD,5242, Main Market,Consumer Products & Services ,0.3,103,0.0077,0.24,Neutral,Overbought,121.5,medium,,,,,,,medium
SOLUTION ENGINEERING HOLDINGS BERHAD,93, Ace Market,Technology ,-1.11,-8,0,0,Neutral,Oversold,27.6,high,48806732,101488,48705244,0.002079385,0.002083718,low,medium
SOUTH MALAYSIA INDUSTRIES BERHAD,4375, Main Market,Property ,2.04,8,0,0,Neutral,Neutral,34.6,high,,,,,,,high
SOUTHERN ACIDS (M) BERHAD,5134, Main Market,Industrial Products & Services ,20.94,18,0.013,5,Neutral,Overbought,527.2,low,,,,,,,low
SPRING GALLERY BERHAD,7165, Main Market,Industrial Products & Services ,-3.65,-22,0,0,Neutral,Overbought,158.9,high,,,,,,,high
SPRITZER BHD,7103, Main Market,Consumer Products & Services ,11.54,19,0,0,Neutral,Overbought,457.8,medium,,,,,,,medium
STAR MEDIA GROUP BERHAD,6084, Main Market,Telecommunications & Media ,0.71,110,0.0382,3,Neutral,Neutral,579.8,low,,,,,,,low
STERLING PROGRESS BERHAD,140, Ace Market,Consumer Products & Services ,0.07,248,0,0,Neutral,Oversold,57.8,medium,54022000,6556000,47466000,0.121357965,0.138119917,low,medium
STONE MASTER CORPORATION BERHAD,7143, Main Market,Industrial Products & Services ,-4.84,-3,0,0,Neutral,Overbought,12.1,high,5538000,21050000,-15512000,3.801011195,-1.357013925,medium,high
STRAITS INTER LOGISTICS BERHAD,80, Ace Market,Trad/Serv ,0.65,37,0,0,Neutral,Neutral,149.8,medium,,,,,,,medium
SUBUR TIASA HOLDINGS BERHAD,6904, Main Market,Industrial Products & Services ,-12.11,-4,0,0,Neutral,Oversold,105.5,high,964299000,317624000,646675000,0.329383314,0.491164805,low,medium
SUBUR TIASA HOLDINGS BERHAD,6904, Main Market,Industrial Products & Services ,-12.11,-4,0,0,Neutral,Oversold,105.5,high,964299000,317624000,646675000,0.329383314,0.491164805,low,medium
SUBUR TIASA HOLDINGS BERHAD,6904, Main Market,Industrial Products & Services ,-12.11,-4,0,0,Neutral,Oversold,105.5,high,964299000,317624000,646675000,0.329383314,0.491164805,low,medium
SUBUR TIASA HOLDINGS BERHAD,6904, Main Market,Industrial Products & Services ,-12.11,-4,0,0,Neutral,Oversold,104.5,high,964299000,317624000,646675000,0.329383314,0.491164805,low,medium
SUBUR TIASA HOLDINGS BERHAD,6904, Main Market,Industrial Products & Services ,-12.11,-4,0,0,Neutral,Oversold,104.5,high,964299000,317624000,646675000,0.329383314,0.491164805,low,medium
SUBUR TIASA HOLDINGS BERHAD,6904, Main Market,Industrial Products & Services ,-12.11,-4,0,0,Neutral,Oversold,104.5,high,964299000,317624000,646675000,0.329383314,0.491164805,low,medium
SUBUR TIASA HOLDINGS BERHAD,6904, Main Market,Industrial Products & Services ,-12.11,-5,0,0,Neutral,Neutral,113.9,high,964299000,317624000,646675000,0.329383314,0.491164805,low,medium
SUBUR TIASA HOLDINGS BERHAD,6904, Main Market,Industrial Products & Services ,-12.11,-5,0,0,Neutral,Neutral,113.9,high,964299000,317624000,646675000,0.329383314,0.491164805,low,medium
SUBUR TIASA HOLDINGS BERHAD,6904, Main Market,Industrial Products & Services ,-12.11,-5,0,0,Neutral,Neutral,113.9,high,964299000,317624000,646675000,0.329383314,0.491164805,low,medium
SUCCESS TRANSFORMER CORPORATION BERHAD,7207, Main Market,Industrial Products & Services ,2.4,31,0.0328,2.41,Overbought,Overbought,182.6,low,,,,,,,low
SUMATEC RESOURCES BERHAD,1201, Main Market,Energy ,-0.06,-16,0,0,Neutral,Overbought,42.5,high,633076868,301003946,332072922,0.475461924,0.906439297,low,medium
SUMATEC RESOURCES BERHAD,1201, Main Market,Energy ,-0.06,-16,0,0,Neutral,Overbought,42.5,high,633076868,301003946,332072922,0.475461924,0.906439297,low,medium
SUMATEC RESOURCES BERHAD,1201, Main Market,Energy ,-0.06,-8,0,0,Neutral,Oversold,21.3,high,633076868,301003946,332072922,0.475461924,0.906439297,low,medium
SUMATEC RESOURCES BERHAD,1201, Main Market,Energy ,-0.06,-8,0,0,Neutral,Oversold,21.3,high,633076868,301003946,332072922,0.475461924,0.906439297,low,medium
SUNGEI BAGAN RUBBER COMPANY (MALAYA) BERHAD,2569, Main Market,Plantation ,-11.27,-27,0.02,6,Neutral,Overbought,199,high,,,,,,,high
SUNSURIA BERHAD,3743, Main Market,Property ,11.45,6,0,0,Neutral,Neutral,519.2,medium,726227000,125495000,600732000,0.172804096,0.208903471,low,medium
SUNWAY BERHAD,5211, Main Market,Industrial Products & Services ,13.38,12,0.0336,5.45,Neutral,Oversold,7977.7,low,,,,,,,low
SUNWAY CONSTRUCTION GROUP BERHAD,5263, Main Market,Construction ,11.19,16,0.0393,7,Neutral,Overbought,2301.4,low,,,,,,,low
