extracted_code,extracted_date,news
7153,2019-04-18,PublicInvest downgrades rubber gloves sector to underweight
7154,2019-04-03,Ni Hsin wooing Japanese clients with turnaround plan
7154,2019-04-02,热门股:可人儿上挑RM1.30
7155,2019-02-26,SKP Resources' 3Q net profit down 22.6% on lower sales
7155,2019-04-16,SKP Resources likely to benefit from US-China trade war
7158,2019-04-05,解决Prasarana纠纷 Scomi膺最大热门股
7158,2019-04-14,史葛米即将引进新投资者 或最多持股20%
7158,2019-04-16,Scomi says exploring capital reconstruction to strengthen financial position
7158,2019-04-17,Scomi exploring recapitalisation to strengthen balance sheet
7158,2019-04-16,Scomi Group says exploring capital reconstruction to strengthen financial position
7158,2019-04-05,单轨火车法律纠纷解决 史葛米盘中大涨1.2倍
7158,2019-04-05,Scomi Group shares up 4.5 sen at 11 sen at 10:23am on Prasarana settlement agreement
7158,2019-04-05,Scomi Group shares most actively traded after settlement with Prasarana
7160,2019-04-19,"Pentamaster may rise higher, says RHB Retail Research"
7160,2019-04-19,技术前景乐观 腾达攀1.69%
7160,2019-04-19,Pentamaster rises 2.17% on positive technicals
7160,2019-04-19,上升股:腾达阻力RM4.27
7160,2019-04-03,Pentamaster rises 3.88% on bonus issue plan
7160,2019-04-08,技术面前景获唱好 提振腾达涨3.1%
7160,2019-04-04,腾达科技拟2送1红股
7160,2019-03-12,Penta ceases to be substantial shareholder in BCorp
7160,2019-04-03,拟派送红股 提振腾达扬3.88%
7160,2019-04-29,"CIMB Research starts coverage on Pentamaster, target price RM5.40"
7160,2019-04-08,Pentamaster rises 3.1% on positive technicals
7160,2019-04-08,"Pentamaster may rise higher, RHB Retail Research"
7160,2019-04-06,热门股:腾达科技上挑RM3.99
7160,2019-03-23,3.2亿现金在手·腾达扩展精明管控业务
7160,2019-04-02,腾达科技拟每2股送1红股
7160,2019-04-03,Pentamaster proposes one-for-two bonus share issue
7161,2019-03-02,"未完成合约30.2亿
Kerjaya末季多赚19%"
7161,2019-04-24,获4.38亿建筑工程 刺激Kerjaya Prospek扬2.24%
7161,2019-04-24,Kerjaya Prospek rises 2.24% on landing RM438.8m building job
7161,2019-04-24,"Kerjaya buying volume expanded, says AllianceDBS Research"
7161,2019-04-24,Kerjaya获4.39亿建筑合约
7161,2019-04-23,KERJAYA集团获逾4亿合约
7161,2019-04-23,Kerjaya Prospek获4.4亿建筑工程
7161,2019-04-23,Kerjaya Prospek lands RM438.8m building job
7161,2019-04-23,Kerjaya Prospek bags RM438.7m building contract in Puchong
7161,2019-03-01,Malaysian builders see silver lining as China contractors exit
7161,2019-03-01,Kerjaya Prospek expects ‘much better’ year ahead
7164,2019-03-12,KNM rises 5% on starting arbitration against Lukoil for US$96m
7164,2019-03-12,向Lukoil追讨9600万美元 刺激科恩马扬5%
7164,2019-03-12,KNM seeks US$96m from Uzbekistan firm for unpaid works and costs
7164,2019-04-22,拟私下配售筹资 科恩马挫3.12%
7164,2019-03-11,KNM seeks over US$96m from Lukoil Uzbekistan for unpaid works and costs
7164,2019-04-22,KNM dips 3.12% on private placement plan
7164,2019-04-21,"科恩马私配筹3636万
供营运扩充建造开销"
7164,2019-04-19,KNM Group to raise up to RM36m via private placement
7164,2019-03-10,科恩马获颁1989万合约
7164,2019-04-05,Stock With Momentum: KNM Group
7165,2019-04-23,Stock With Momentum: Gadang Holdings
7165,2019-04-23,Gadang says it has yet to submit any official bid for ECRL jobs
7165,2019-04-23,嘉登DWL:没竞标东铁
7165,2019-04-22,嘉登称尚未提交ECRL合约竞标
7165,2019-03-12,SGB易名DWL资源
7165,2019-04-10,Changes in store at DWL Resources
7165,2019-04-08,DWL大股东出任执行主席
7165,2019-04-08,DWL Resources' major shareholder is executive chairman
7165,2019-04-29,Frankly Speaking: Why the sudden euphoria?
7165,2019-04-29,Gadang buys 10% stake in little-known DWL
7165,2019-04-27,嘉登1800万购DWL资源10%
7165,2019-04-26,Gadang acquires 20 million shares in DWL Resources for RM18 mil
7165,2019-04-25,下跌股:DWL资源RM1.49支撑
7165,2019-04-30,Quick take: DWL Resources shares on a roll
7167,2019-03-18,"Johore Tin may rise higher, says RHB Retail Research"
7167,2019-04-20,柔佛珍试叩RM1.59/敏源
7168,2019-03-14,PRG子公司飞霓7298万购PVC公司
7168,2019-03-14,PRG’s HK unit to diversify into PVC foam board business
7168,2019-03-13,PRG's HK-listed unit Furniweb to diversify into PVC foam board manufacturing via acquisition
7168,2019-02-25,"PRG faces hiccups on maiden luxury residential project, delayed completion"
7170,2019-03-20,隆发工程获1600万建筑工程
7170,2019-03-21,"隆发工程获1624万合约
登嘉楼建住宅"
7170,2019-03-20,LFE Corp secures RM16m construction job
7170,2019-04-26,隆发工程获3500万柔工程
7170,2019-04-26,LFE Corp bags RM35m job in Johor
7170,2019-04-27,隆发获2项合约值5020万
7170,2019-04-28,隆发工程获5020万合约
7170,2019-04-28,隆发工程获3500万扩建工程
7172,2019-04-29,PMB Tech to raise up to RM151.4 mil via private placement
7172,2019-03-19,上升股:齐力科技阻力RM3.87
7172,2019-04-30,PMB Tech to raise up to RM151m via two private placements
7174,2019-03-28,CAB 3411万租狮城加工厂
7181,2019-03-04,Aturmaju Resources to partner Perkasa Selalu for intelligence project in Kuala Selangor
7181,2019-04-30,ATURMAJU资源 首季净赚508万
7181,2019-03-04,Aturmaju inks RM78mil MoU with Perkasa Selalu
7181,2019-02-26,Aturmaju returns to the black with small profit
7181,2019-03-28,ATURMJU设物联网公司
7181,2019-04-30,ARB posts record profit in Q1
7181,2019-03-29,Aturmju资源合作发展IoT项目
7181,2019-03-25,Aturmaju set to enter solar panel industry
7181,2019-03-05,"Aturmaju active, jumps 15.5% on plan to develop intelligence project"
7181,2019-03-05,拟打造智能项目 Aturmaju涨13.1%
7181,2019-03-05,ATURMJU联营7800万时尚生活计划
7181,2019-03-06,Stock With Momentum: Aturmaju Resources
7181,2019-03-05,Aturmju签7800万备忘录
7181,2019-04-30,"ARB, formerly known as Aturmaju, kicks off FY19 with record quarterly profit"
7181,2019-03-05,Aturmaju stock up 15% after signing MoU
7181,2019-03-04,Aturmaju与Perkasa Selalu联手在瓜雪打造智能项目
7181,2019-05-01,ARB posts record profit in first quarter
7181,2019-03-24,传ATURMAJU资源 购太阳能公司逾50%股份
7183,2019-04-05,爱尔德斯CEO调任执行董事
7183,2019-04-23,Ire-tex sees 6.81% stake traded off-market as three directors leave board
7184,2019-03-05,G3 Global plans to bank on IoT and AI to return to the black
7184,2019-04-10,G3 Global goes big into AI
7184,2019-04-09,携手全球最贵AI独角兽 G3国际发展AI产品及方案
7184,2019-04-05,"G3 appoints new MD, chairman effective immediately"
7184,2019-04-10,Quick take: G3 gains 4.5% as it reveals big AI push
7184,2019-04-12,"G3环球偕商汤科技
发展人工智能产品"
7184,2019-04-12,G3国际与伙伴斥41亿 未来5年建人工智能公园
7184,2019-04-26,G3国际与中企签备忘录 建首个人工智能产业园
7184,2019-04-26,马交所向G3 Global发出UMA质询
7184,2019-04-27,"G3环球股价狂飙遭质询
“发展马首个人工智能园”"
7184,2019-04-30,下跌股:G3环球RM1.22支撑
7188,2019-04-08,BTM Resources to jointly develop wood pellet manufacturing plant in Terengganu
7188,2019-04-08,BTM共同在登州发展木屑颗粒制造厂
7188,2019-04-09,"BTM资源偕2公司
登嘉楼设木屑制造厂"
7188,2019-04-09,BTM inks MoU on wood pellet JV plant in Terengganu
7188,2019-04-09,BTM Resources jumps 18% on MoU to expand wood pellet biz
7188,2019-04-09,BTM Resources jumps 18% on MoU to set up wood pallet plant
7188,2019-04-09,Quick take: BTM up 9% after signing MoU to set up wood pallet plant
7188,2019-04-09,合作打造木屑颗粒制造厂 刺激BTM资源弹升18%
7190,2019-03-09,彩虹出版获106万合约
7195,2019-04-02,马交所或勒令Comintel暂停交易
7195,2019-03-08,须赔U电视 陈志远2083万·康明电申请被驳回
7195,2019-04-02,Bursa to suspend Comintel share trade if co fails to submit 4Q report
7195,2019-04-06,"提呈末季财报
科米特逃过停牌"
7195,2019-04-06,Comintel releases delayed Q4 results
7195,2019-04-04,"周五交财报大限
科米特机构将被停牌"
7195,2019-03-30,科米特财报难产恐停牌
7195,2019-03-29,Comintel says 4Q results delayed due to winding-up proceedings
7195,2019-03-29,"Comintel faces suspension, unable to submit Q4 results in time"
7195,2019-03-08,Comintel to pay counterclaim sum of RM20.83m to Vincent Tan's U Television
7195,2019-04-02,Comintel to be suspended from April 8 if it fails to submit Q4 quarterly report
7195,2019-02-26,康明电准延长呈重组
7195,2019-03-08,Comintel将向陈志远的UTV支付2083万反诉赔偿金
7201,2019-03-22,Quick take: PiCorp jumps 15% on Indonesia contract win
7201,2019-03-23,前进获印尼雪佛龙3135万合约
7201,2019-03-22,"Progressive Impact active, jumps 15.38% on bagging job from Chevron"
7201,2019-03-22,获Chevron合约 Progressive Impact劲扬11.54%
7201,2019-03-22,Progressive Impact bags RM31m job from Chevron
7201,2019-03-21,PI机构获颁3135万工程
7201,2019-03-21,Progressive Impact获Chevron授予3200万工程
7201,2019-03-21,PiCorp secures RM31.3mil contract in Indonesia
7201,2019-03-22,PIC攫3135万合约
7201,2019-03-22,PiCorp secures Indonesia contract
7201,2019-03-22,Picorp bags RM31.35 mil contract in Indonesia
7204,2019-04-30,D&O looks to rising LED use amid slowing car sales
7205,2019-03-01,"Inter-Pacific research downgrades Cocoaland, target price RM2.21"
7206,2019-02-28,TH Heavy posts second profitable quarter
7206,2019-02-27,TH Heavy posts second consecutive profitable quarter in 4Q
7206,2019-03-01,Stock With Momentum: TH Heavy Engineering
7206,2019-04-29,Frankly Speaking: Should THHE be given more time?
7206,2019-04-27,"财报遭审计师否定
TH重工营运能力存疑"
7206,2019-04-25,"Auditor issues second disclaimer of opinion, expresses doubt on TH Heavy’s ability to continue as going concern"
7207,2019-04-22,Stock With Momentum: Success Transformer Corp
7207,2019-03-18,TheWall: News: Adopt healthy financial habits with Belanjawanku
7207,2019-03-18,Startups expose Europe’s divisions
7207,2019-04-29,Germany’s poorer East embraces tech revolution
7207,2019-04-30,US-China trade talks reach endgame
7207,2019-02-28,热门股:前风上挑85仙
7207,2019-04-19,Success Transformer up 9.88% as CIMB Research starts coverage with buy call
7207,2019-04-19,前景获唱好 前风涨11.73%
7207,2019-04-22,Success Transformer seen benefiting from LED street lights plan
7207,2019-04-22,Why Gucci and Dior want to rebuild Notre-Dame
7207,2019-04-22,Success Transformer seen to benefit from govt’s LED street light initiative
7207,2019-03-01,"Malaysia’s 5G focus aims to improve lives, lift industries"
7207,2019-04-09,Success Transformer
7208,2019-03-16,World markets themes for the week ahead
7208,2019-03-20,Asian Stocks Set for Muted Start Before Fed
7208,2019-03-21,"Stocks mixed, yuan highest since July after Fed: Market wrap"
7208,2019-03-08,Asia stocks slip as ECB reversal rattles markets
7208,2019-03-11,"Ringgit higher against US$ amid improved oil price, softer dollar"
7208,2019-04-02,"OPR cut will reduce banks’ net interest income, says RHB MD"
7208,2019-03-30,To cut or not to cut?
7208,2019-03-15,ECB seeks govt back-up to support economy
7208,2019-04-04,Moody's assigns A3 to CIMB Bank HK branch's debt notes
7208,2019-04-08,Global factory activity weak in March
7208,2019-04-19,Nerves of steel are needed if iron rally is over
7208,2019-04-24,Citroen C3 Aircross SUV launched
7208,2019-04-30,Asian Stocks to Trade Mixed Ahead of China Data
7210,2019-03-13,Outlook for Freight Management’s sea freight unit seen to remain good
7210,2019-04-19,Tech: Lyft’s IPO and the future of ride hailing
7210,2019-04-08,货运管理稳健成长 回酬高
7212,2019-04-22,Destini expands services in its rail unit
7212,2019-04-08,"Possible for further upside for Destini, says PublicInvest Research"
7212,2019-03-14,FBM KLCI down as China industrial output data disappoints
7212,2019-03-14,中国工业生产数据疲弱 马股收跌
7212,2019-04-23,Destini gains 3.28% on positive technicals
7212,2019-04-23,Destini expands rail unit’s services
7212,2019-04-23,技术面利好 提振Destini扬3.28%
7212,2019-03-14,德斯迪尼攫砂蚬壳合约
7212,2019-04-30,Ex-EXIM Bank president Norzilah joins Destini as deputy CEO
7212,2019-04-30,"Destini appoints new deputy CEO, COO"
7212,2019-05-01,"Destini announces new deputy CEO, COO"
7215,2019-03-23,日新争取新客户．放眼今年正面成长
7218,2019-03-16,下跌股:远洋控股43.5仙支撑
7218,2019-04-17,TransOcean-Swift RM750m RTO deal scrapped
7218,2019-04-16,TransOcean-Swift RM750 mil RTO deal scrapped
7225,2019-03-05,证实拟售油棕园 汉联跳涨15%
7228,2019-03-29,T7 Global in partnersip with Beijing Aerospace
7228,2019-03-12,T7全球获国油勘探颁发两年工程
7228,2019-03-12,T7获国油勘探2年工程
7228,2019-03-29,"T7 Global may rise higher, says RHB Retail Research"
7228,2019-03-28,T7 Global partners Beijing Aerospace on security integration project
7228,2019-03-19,T7 Global subsidiary signs HoA for marine services business venture
7228,2019-03-19,T7 Global子公司签HoA 从事海事服务业务
7228,2019-03-20,T7 Global unit signs HoAs for marine service business venture
7228,2019-03-13,"T7 Global bags repair job from Petronas Carigali, manpower contract from Vestigo"
7228,2019-03-29,"T7 Global active, up 2.75% on positive technicals"
7228,2019-03-29,技术面前景看俏 带动T7 Global涨2.75%
7228,2019-04-15,Ex-navy chief Ahmad Kamarulzaman joins T7 Global's board
7228,2019-03-12,T7 Global获国油维修工程和Vestigo人力合约
7228,2019-03-13,T7 Global unit gets job from Petronas Carigali
7228,2019-03-13,"T7 Global active, rises 3.74% on landing two new contracts"
7228,2019-04-16,Retired RMN chief Ahmad Kamarulzaman joins T7 Global's board
7228,2019-04-17,"前海军总参谋长
阿末任T7全球独立董事"
7228,2019-03-13,获两份新合约 刺激T7 Global交投活络
7228,2019-03-12,T7全球获颁2新合约
7229,2019-03-05,Stock With Momentum: Favelle Favco
7229,2019-02-28,Higher contribution from IA cushions Favelle’s 4Q18 earnings
7229,2019-02-26,"Favelle Favco may climb higher, says RHB Retail Research"
7233,2019-04-19,Dufu涨7.6%至15周最高
7233,2019-04-19,Dufu Technology advances 7.6% to highest level in 15 weeks
7233,2019-04-20,热门股:杜甫科技上挑RM2.16
7233,2019-04-06,杜甫科技挑战RM1.95/敏源
7233,2019-04-04,热门股:杜甫科技上挑RM1.91
7233,2019-04-27,杜甫科技试叩RM2.12/敏源
7233,2019-03-28,"Dufu Technology may rebound higher, says RHB Retail Research"
7233,2019-03-15,杜甫科技迈向RM1.73/敏源
7233,2019-02-27,杜甫科技劲扬7.36%·马股走跌
7233,2019-04-02,Dufu aims to operate metal fabrication plant by June
7235,2019-03-24,世霸龙第三季少赚58%
7237,2019-03-11,CIMB Research retains neutral on beverages
7237,2019-03-12,CIMB: Sugar tax will have minimal financial impact on players
7237,2019-03-11,Sugar tax impact on manufacturers seen to be minimal
7239,2019-04-02,子公司无法偿还贷款 斯康沃夫卖资产还债
7239,2019-04-02,Scanwolf Corp wholly-owned subsidiary Scanwolf Development defaults in instalment repayments
7239,2019-04-02,Scanwolf plans to hive off part of RM99.2m property inventory to address unit's loan default
7239,2019-04-02,SCNWOLF子公司违约惹疑虑‧房市冷 发展商财务承压
7239,2019-04-02,房市低迷拖累无力偿贷 SCANWOLF子公司违约
7239,2019-04-03,"房市低迷冲击子公司
斯康沃卖资产还债"
7240,2019-03-07,Vertice获1亿LRT 3合约
7240,2019-03-29,Vertice and main sub-con mutually terminate RM218.5 mil contract
7240,2019-03-22,专注建筑业务·VERTICE或6月转组
7240,2019-03-07,Vertice wins RM100mil LRT3 contract
7241,2019-04-03,Nextgreen plans to sell pulp and paper to Marubeni
7241,2019-04-06,Nextgreen’s pulp and paper bet
7243,2019-04-16,生物渗透挑战13仙/敏源
7243,2019-03-26,"Bio Osmo shareholders told to reject Farouk’s ‘unfair, unreasonable’ takeover"
7243,2019-03-26,顾问:大股东全购不公平不合理 生物渗透股东应拒绝
7243,2019-03-25,"Bio Osmo shareholders told to reject Farouk's 'unfair, unreasonable' takeover bid"
7245,2019-03-05,永成第一追讨2054万工程款
7245,2019-05-01,WZ Satu
7246,2019-03-06,Perak to implement 5G pilot test next month
7246,2019-03-14,Brexit set for delay after May wounded by rejection of 'no-deal
7246,2019-03-28,技术面前景看俏 胜利者国际扬2.06%
7246,2019-03-04,Steps to buying a home
7246,2019-03-28,"Signature may climb higher, says RHB Retail Research"
7246,2019-03-28,Signature rises 2.06% on positive technicals
7246,2019-05-01,StanChart plans US$1b buy-back for first time in 20 years
7246,2019-04-18,L’Oreal’s Asian sales overtake Europe for first time
7247,2019-03-28,SCGM to produce degradable food packaging for Indonesian market
7247,2019-03-28,SCGM expected to increase F&B packaging sales
7247,2019-03-26,原料成本及营运开销增 SCGM第三季蒙亏
7247,2019-03-26,新旧厂同时营运开销大 SCGM第3季蒙亏
7247,2019-03-26,"SCGM sinks into the red in 3Q amid pricier raw material costs, higher opex"
7247,2019-03-20,"PublicInvest maintains neutral on SCGM, TP at RM1.39"
7247,2019-03-28,"SCGM should see turn around in final quarter, says PublicInvest"
7247,2019-03-28,SCGM to make degradable packaging for Indonesian market
7247,2019-03-27,SCGM获印尼公司合约 独家生产可降解包装
7247,2019-03-27,SCGM receives rights to manufacture Ecorasa brand for Indonesian market
7247,2019-03-27,SCGM为印尼市场生产可降解食品包装
7247,2019-03-28,"SCGM获印尼合约
提供可降解包装"
7247,2019-03-28,SCGM为印尼分销商·提供可分解包装
7247,2019-03-27,SCGM獨家生產印尼Ecorasa可分解包裝
7247,2019-03-27,SCGM拟印尼生产 可溶解包装品
7248,2019-03-25,SLP to produce eco-friendly packaging materials
7249,2019-03-03,创纪录财报 EWEIN全年净赚4201万
7249,2019-03-02,"产业发展表现亮眼
Ewein末季转盈605万"
7249,2019-02-28,Ewein profit surges to RM42mil in FY18
7250,2019-03-21,Uzma’s earnings outlook expected to remain promising
7250,2019-03-19,Uzma secures three-year hydraulic workover contract
7250,2019-03-18,Stock With Momentum: Uzma
7250,2019-03-18,Uzma’s earnings outlook remains promising
7250,2019-03-20,Uzma wins PTTEP contract
7250,2019-03-20,获3年液压修井合约 Uzma升3.03%
7250,2019-04-04,"Uzma gapped up, says AllianceDBS Research"
7250,2019-03-19,Uzma获3年液压修井合约
7250,2019-03-20,Uzma rises 3.03% on landing 3-year onshore hydraulic workover services job
7250,2019-03-20,乌兹马接液压修理合约
7250,2019-03-15,乌兹马获印尼油气合约
7250,2019-03-16,"乌兹马获合约
印尼钻井2年"
7250,2019-03-15,获两年钻井服务工程 带动Uzma升6.67%
7251,2019-03-24,传巴勒卡债务重组逾7亿
7251,2019-03-19,Barakah yet to know amount of debt it needs to restructure
7251,2019-03-16,巴拉卡拟重组7.3亿债务
7251,2019-03-05,Kedah aims to be medical tourism destination with new private hospital
7251,2019-03-19,Barakah clarifies total liabilities at RM336mil at end-2018
7251,2019-04-26,"巴拉卡联手Vallianz
策略合作探中东商机"
7251,2019-04-15,Nik Hamdan steps down as Barakah president-cum-CEO to pave way for restructuring
7251,2019-04-16,"Barakah founder Nik Hamdan resigns as president, CEO"
7251,2019-04-24,Quick take: Barakah shares most active on Bursa
7251,2019-04-24,"Barakah active, jumps 10.5% on identifying white knights"
7251,2019-04-24,本地油气业租船费低·巴拉卡拟扩业务至中东
7251,2019-04-24,证实获白武士注资 刺激Barakah涨10.5%
7251,2019-04-16,Barakah falls 5% after CEO resigns
7251,2019-04-16,CEO呈辞 Barakah挫5%
7251,2019-04-16,Nik Hamdan resigns as Barakah president/CEO to pave the way for restructuring — source
7251,2019-04-16,总执行长辞职 巴勒卡卖压重
7251,2019-04-23,Barakah获白武士注资 债权人支持债务重组
7251,2019-04-23,"Barakah gets white knight, creditors’ support for debt restructuring, CEO says"
7251,2019-04-23,Barakah: O&G contractors still suffering low prices as oil majors still cautious
7251,2019-04-23,Barakah签MoU 扩展本地和中东地区
7251,2019-04-23,Barakah inks MoU to expand locally and in Middle East
7251,2019-04-23,"Barakah Offshore teaming up with Saudi's Vallianz, eyes Malaysia, Middle East"
7251,2019-04-20,Nik Hamdan reduces stake in Barakah Offshore
7252,2019-04-04,潮成集团挑战RM1.35/敏源
7252,2019-04-29,龙合再战马股‧刘团源养精蓄锐版图扩大
7252,2019-04-27,Hungry investors flock to Leong Hup IPO
7252,2019-04-24,郭令灿外国基金认购·料今年最大上市案·传龙合集资12亿
7253,2019-03-07,Handal Resources to raise up to RM5.04m via private placement
7253,2019-03-08,宏达售附加股筹504万
7253,2019-03-09,融资子公司油气项目 宏达拟私配筹504万
7253,2019-03-09,"融资子公司油气项目
宏达拟私配筹504万"
7253,2019-04-16,Handal buys majority stake in Borneo SeaOffshore from major shareholder
7253,2019-04-17,宏达资源2550万购BSOE
7253,2019-04-17,Handal to buy 51% of Borneo Seaoffshore for RM25mil
7253,2019-03-07,宏达资源拟私配筹504万
7253,2019-04-17,Handal gains 4% on RTO of oil and gas firm
7253,2019-04-17,倒置收购油气公司 宏达资源扬4%
7277,2019-03-08,"Malaysia's Petronas grows freely, Indonesia's Pertamina hobbled by Govt intervention"
7277,2019-04-16,Dialog projects on track
7277,2019-04-25,Serba Dinamik to raise up to RM1bil
7277,2019-04-24,"Serba Dinamik to raise up to RM1b, AmInvest Research retains buy"
7277,2019-04-12,"Quick take: PetChem, Dialog fall after explosion at Pengerang"
7277,2019-04-12,Dialog's plants not affected by fire in Pengerang complex
7277,2019-04-12,边加兰石化中心爆炸案 戴乐集团称不受影响
7285,2019-03-01,Tomypak unit's corporate affairs director quits after one year
7285,2019-04-29,"Tomypak taking a breather, says AllianceDBS Research"
7293,2019-04-02,Yinson buys Ezion of S’pore
7293,2019-04-01,签署债务转换协议 云升收购新加坡同行
7293,2019-04-01,云升控股收购起重船公司Ezion
7293,2019-04-01,Yinson says to acquire Singapore-listed Ezion
7293,2019-04-01,"Yinson white knight for Singapore’s Ezion, to take up its US$916m debts"
7293,2019-03-28,云升末季赚6070万·派息2仙
7293,2019-04-01,Yinson buying liftboat operator Ezion
7293,2019-04-02,Yinson buys loss-making Singapore liftboat operator Ezion
7293,2019-04-09,收购新加坡同行释放价值 云升后年盈利料推高31%
7293,2019-04-13,云升毅之安洽商债务转让
7293,2019-04-02,"RHB maintains buy on Yinson, TP of RM5.54"
7293,2019-04-01,代償付37億債務　雲升購工程船營運商
7293,2019-04-19,云升FPSO租约延长
7293,2019-03-29,"云升控股
下财年净利料劲增"
7293,2019-03-11,Yinson likely to stand better chance for Parque FPSO with two bidders
7293,2019-03-29,CIMB Research raises target price for Yinson to RM5.89
7293,2019-04-17,Stock With Momentum: Yinson Holdings
7315,2019-04-15,技术面前景看俏 提振艺丽控股涨9.38%
7315,2019-04-15,"Possible for bottom fishing in AHB, says PublicInvest Research"
7315,2019-04-15,"AHB active, rises 9.38% on positive technicals"
7382,2019-02-25,Golden Land makes Klang Valley debut
7382,2019-03-04,More launches       in the pipeline
7439,2019-03-28,上升股:德源首要阻力RM1.60
7439,2019-03-27,Teck Guan           net profit up
7501,2019-03-04,Harn Len confirms plan to sell Pahang estates
7501,2019-03-05,Harn Len shares jump 10% on confirming plan to dispose estates
7501,2019-03-06,Stock With Momentum: HARN Len Corp
7501,2019-03-05,Quick take: Harn Len shares jump 20% on estate disposal move
7501,2019-03-05,汉联拟出售资产
7544,2019-03-06,"SC imposes ban, fine on auditors for failing to meet audit standards"
7544,2019-03-07,"SC imposes ban on firm, partners for auditing breach"
7544,2019-03-26,"Sg Kim Kim pollution: Company, two directors slapped with 15 charges"
7544,2019-03-11,Three detained for suspected dumping of chemical waste into river
7544,2019-04-18,Lynas refutes Semambu Assemblyman's claim on waste storage issue
7544,2019-04-17,"Lynas broke law by storing huge amount of scheduled wastes, claims Semambu Assemblyman"
7544,2019-04-02,Govt servants are not allowed to accept gifts — Dr Mahathir
7544,2019-04-02,Proton sees 46% jump in March registrations
7544,2019-03-13,Affin Hwang AM launches Global Healthscience Fund
7544,2019-04-01,"Proton sees 46% jump in March registrations, ahead of rivals"
7544,2019-03-22,Govt mulls new law to make polluters pay for clean-up
7544,2019-03-19,"Johor DOE has to submit waste disposal, transportation plan"
7544,2019-03-15,Environmental Quality Act 1974 may be reviewed — PM
7544,2019-03-13,KL and JB among top 20 Asian cities for quality of life: Survey
7544,2019-03-13,Yeo Bee Yin : One of three suspects in Sg Kim Kim chemical waste dumping to be charged
7544,2019-04-30,Groundbreaking measures taken in education - Maszlee
7544,2019-04-30,New Bill to strengthen water resources management in States
7579,2019-04-04,AWC签2987万贸易协议
7579,2019-03-26,AWC wins RM35.1m housekeeping job from JKR
7579,2019-03-25,AWC获3510万管理合约
7579,2019-03-25,AWC secures RM35.1mil JKR facilities management contract
7579,2019-03-25,AWC获3510万合约 提供新山车站设施管理
7579,2019-04-04,AWC获2987万合约 提振股价涨1.28%
7579,2019-04-04,AWC up 1.28% after unit bags job worth RM29.87m
7579,2019-04-04,AWC accepts Lendlease job
7579,2019-04-03,AWC bags RM29.8m job to provide hydraulic services
7579,2019-02-27,AWC posts 29% net profit growth in 1HFY19
7579,2019-04-30,AWC获颁1710万合约 供应中国交建钢轨打磨车
7579,2019-05-01,AWC subsidiary gets RM17mil MRT 2 job
7579,2019-04-30,AWC lands RM17.1m supply contract for MRT 2 job
7579,2019-04-30,AWC获1710万MRT2合约
7579,2019-04-30,AWC subsidiary gets RM17.1m China Construction job
7595,2019-04-04,创建终止1.68亿房屋计划
7595,2019-04-04,创建子公司 终止公寓项目
7617,2019-03-18,More women joining ad industry
7668,2019-03-25,Lower MLM and wholesales revenue drag Hai-O’s 3Q net profit down 26%
7668,2019-03-25,海鸥第三季赚1279万
7668,2019-03-25,MLM与批发收入减 海鸥第三季净利跌26%
7668,2019-04-09,多管齐下重振销售‧海鸥长期料向好
7668,2019-03-27,直销业务挑战重重·海鸥两年财测下调
7668,2019-03-27,"Hai-O seen to promote premium medicated tonics, non-alcoholic goods"
7668,2019-03-26,Hai-O 3Q net profit down 26% on lower MLM and wholesale revenue
7668,2019-03-26,第三季净利下跌 拖累海鸥挫2.96%
7668,2019-03-26,多层次营销业务降低 · 海鸥第三季赚1279万
7668,2019-03-26,Hai-O falls 1.9% on lower 3Q earnings
7676,2019-03-25,Frankly Speaking: Boycott not a good idea
7765,2019-04-22,Gadang casts eye on ECRL jobs
7765,2019-04-22,Quick take: DWL hits limit-up in early trade
7765,2019-04-20,DWL Resources in focus
7765,2019-04-15,Rapid buses go fully cashless at Ampang corridor
7765,2019-04-15,Institutional reforms important to build right foundation for Malaysia — Guan Eng
7765,2019-04-19,DWL Resources appoints Shahril Mokhtar as MD
7765,2019-04-19,Ex-MRT Corp CEO Shahril Mokhtar appointed DWL managing director
7765,2019-04-29,CCM at right place and time for Rapid
7765,2019-04-19,MRT Corp前CEO担任DWL董事经理
7765,2019-04-30,东南亚油井数量续减 马石油转向美洲市场
7765,2019-04-17,"Prasarana, UTHM sign MoU to promotes rail engineering"
7765,2019-04-12,Azalina expresses shock over fire and explosion incident in Pengerang
7765,2019-04-12,Pengerang explosion: Action will be taken following report from DOSH — Mahfuz
7765,2019-03-31,121 BN-era infrastructure projects to proceed after cost reduction of RM805.99m
7765,2019-03-29,Woman intruder hit by LRT train
7765,2019-04-09,Malaysia exploring KL-SG HSR cost reduction proposals
7765,2019-03-28,热门股:佳捷协作上挑RM5.90
7765,2019-04-09,PM Mahathir : Malaysia exploring KL-Singapore HSR cost reduction proposals
7765,2019-04-10,Aspen in JV to undertake RM300m residential development in Selangor
7765,2019-04-12,Johor DOSH to investigate fire and explosion incident in Pengerang
7765,2019-04-12,"Pengerang fire could delay production timeline, says AmInvestment"
7765,2019-04-05,受惠全球經濟週期延長　東盟5國持續穩健成長
7765,2019-04-03,7個月來第3次　亞開行砍大馬經濟預測
7765,2019-04-03,Earnings recovery for WCT expected in FY19
7765,2019-04-02,下跌股:佳捷协作RM5.34支撑
