full name,code,Sector_main,sector,52w_low,52w_high,ROE,P/E,EPS,DPS,DY,PTBV,RPS,PSR,Market_Cap (M),RSI_status,RSI_value,Stochastic_status,Stochastic_value
SELANGOR PROPERTIES BERHAD,1783, Main Market,Property ,3.95,6.24,2.48,35,18.01,0,0,0.86,50.24,12,2140.70,Overbought,83.2,Neutral,50
SELANGOR PROPERTIES BERHAD,1783, Main Market,Property ,3.95,6.25,2.48,35,18.01,0,0,0.86,50.24,12,2147.60,Overbought,88.3,Overbought,100
SENI JAYA CORPORATION BERHAD,9431, Main Market,Telecommunications & Media ,0.53,0.86,-1.44,-32,-1.89,0,0,0.47,43.35,1,24.70,Neutral,48.3,Neutral,24.2
SENTORIA GROUP BERHAD,5213, Main Market,Property ,0.345,0.67,3.95,11,3.72,0,0,0.44,49.16,1,232.60,Neutral,48.8,Neutral,37.5
SERBA DINAMIK HOLDINGS BERHAD,5279, Main Market,Energy ,2.87,4.28,18.47,15,26.41,8,0.0206,2.71,223.57,2,5697.80,Neutral,52.1,Oversold,16.7
SEREMBAN ENGINEERING BERHAD,5163, Main Market,Industrial Products & Services ,0.18,0.48,-31.42,-5,-9.74,0,0,1.44,81.58,1,35.60,Overbought,78.3,Overbought,85.7
SERSOL BERHAD,55, Ace Market,Industrial Products & Services ,0.08,0.18,-4.38,-29,-0.35,0,0,1.25,8.37,1,21.50,Neutral,49.6,Neutral,66.7
SHANGRI-LA HOTELS (MALAYSIA) BERHAD,5517, Main Market,Consumer Products & Services ,4.75,6.5,6.63,35,16.04,15,0.0265,2.34,125.19,5,2494.80,Neutral,51.3,Neutral,68.8
SHH RESOURCES HOLDINGS BERHAD,7412, Main Market,Consumer Products & Services ,0.47,0.98,-13.38,-3,-19.4,0,0,0.34,229.02,0,25.00,Neutral,39.6,Neutral,42.9
SHIN YANG SHIPPING CORPORATION BERHAD,5173, Main Market,Transportation & Logistics ,0.21,0.405,0.54,58,0.53,0,0,0.31,57.29,1,372.00,Neutral,60,Neutral,75
SIGNATURE INTERNATIONAL BERHAD,7246, Main Market,Consumer Products & Services ,0.315,0.675,1.34,39,1.02,1.5,0.0375,0.53,83.22,0,96.10,Neutral,67.4,Neutral,73.3
SILVER RIDGE HOLDINGS BHD,129, Ace Market,Telecommunications & Media ,0.15,0.34,8,36,0.64,0,0,2.88,12.34,2,31.80,Neutral,34.9,Oversold,9.5
SIME DARBY PLANTATION BERHAD,5285, Main Market,Plantation ,3.95,5.8,3.94,67,7.6,15.7,0.0308,2.64,192.98,3,35111.30,Neutral,47.3,Neutral,29
SIME DARBY PROPERTY BERHAD,5288, Main Market,Property ,0.905,1.51,-2.6,-30,-3.51,4,0.0381,0.78,35.84,3,7140.90,Neutral,44.7,Neutral,30.4
SIN HENG CHAN (MALAYA) BERHAD,4316, Main Market,Plantation ,0.32,0.61,-10.6,-8,-4.77,0,0,0.82,24.67,1,48.80,Neutral,46.4,Neutral,40
SINMAH CAPITAL BERHAD,9776, Main Market,Consumer Products & Services ,0.105,0.59,-38.24,-1,-18.07,0,0,0.34,85.13,0,34.20,Neutral,46.8,Neutral,25
SINO HUA-AN INTERNATIONAL BERHAD,2739, Main Market,Energy ,0.13,0.48,7.76,8,2.64,0,0,0.65,88.78,0,246.90,Neutral,56.9,Neutral,72.7
SINOTOP HOLDINGS BERHAD,8532, Main Market,Consumer Products & Services ,0.2,0.6,2.53,26,1.15,0,0,0.66,29.95,1,118.50,Neutral,53.7,Neutral,72.7
SKB SHUTTERS CORPORATION BERHAD,7115, Main Market,Industrial Products & Services ,0.41,0.635,2.55,12,5.23,0,0,0.3,165.82,0,24.80,Neutral,58.6,Overbought,100
SKP RESOURCES BHD,7155, Main Market,Industrial Products & Services ,0.945,1.75,18.39,15,8.46,5.06,0.0389,2.83,141.94,1,1625.20,Neutral,49.9,Neutral,33.3
SMIS CORPORATION BERHAD,7132, Main Market,Industrial Products & Services ,0.37,0.54,-7.91,-5,-9.65,0,0,0.36,285.55,0,19.50,Neutral,47.6,Neutral,40.6
SMRT HOLDINGS BERHAD,117, Ace Market,Technology ,0.095,0.205,2.04,14,0.89,0,0,0.28,31.06,0,48.80,Neutral,51,Neutral,66.7
SMTRACK BERHAD,169, Ace Market,Technology ,0.055,0.15,-39.47,-3,-3.2,0,0,1.17,1.29,7,13.90,Neutral,60.1,Neutral,71.4
SOLID AUTOMOTIVE BERHAD,5242, Main Market,Consumer Products & Services ,0.28,0.37,0.58,103,0.3,0.24,0.0077,0.6,35.2,1,121.50,Neutral,53.4,Overbought,100
SOLUTION ENGINEERING HOLDINGS BERHAD,93, Ace Market,Technology ,0.08,0.2,-8.85,-8,-1.11,0,0,0.72,4.27,2,27.60,Neutral,39.6,Oversold,0
SOUTH MALAYSIA INDUSTRIES BERHAD,4375, Main Market,Property ,0.135,0.24,2.43,8,2.04,0,0,0.2,33.58,0,34.60,Neutral,51,Neutral,40
SOUTHERN ACIDS (M) BERHAD,5134, Main Market,Industrial Products & Services ,3.58,4.1,4.73,18,20.94,5,0.013,0.87,477.88,1,527.20,Neutral,60.2,Overbought,87.1
SPRING GALLERY BERHAD,7165, Main Market,Industrial Products & Services ,0.655,0.88,-7.3,-22,-3.65,0,0,1.6,4.69,17,158.90,Neutral,57.6,Overbought,100
SPRITZER BHD,7103, Main Market,Consumer Products & Services ,2,2.46,6.23,19,11.54,0,0,1.18,165.57,1,457.80,Neutral,58.8,Overbought,81.8
STAR MEDIA GROUP BERHAD,6084, Main Market,Telecommunications & Media ,0.62,1.31,0.63,110,0.71,3,0.0382,0.69,53.17,1,579.80,Neutral,61.9,Neutral,50
STERLING PROGRESS BERHAD,140, Ace Market,Consumer Products & Services ,0.135,0.3,0.44,248,0.07,0,0,1.13,22.59,1,57.80,Neutral,51.5,Oversold,12.5
STONE MASTER CORPORATION BERHAD,7143, Main Market,Industrial Products & Services ,0.095,0.23,211.35,-3,-4.84,0,0,-5.9,49.21,0,12.10,Neutral,55.4,Overbought,88.9
STRAITS INTER LOGISTICS BERHAD,80, Ace Market,Trad/Serv ,0.21,0.285,4.28,37,0.65,0,0,1.58,40.98,1,149.80,Neutral,51.3,Neutral,45.5
SUBUR TIASA HOLDINGS BERHAD,6904, Main Market,Industrial Products & Services ,0.4,1,-3.84,-4,-12.11,0,0,0.16,138.19,0,105.50,Neutral,46.5,Oversold,5.3
SUBUR TIASA HOLDINGS BERHAD,6904, Main Market,Industrial Products & Services ,0.4,1,-3.84,-4,-12.11,0,0,0.16,138.19,0,104.50,Neutral,45.4,Oversold,0
SUBUR TIASA HOLDINGS BERHAD,6904, Main Market,Industrial Products & Services ,0.4,1,-3.84,-5,-12.11,0,0,0.17,138.19,0,113.90,Neutral,55.3,Neutral,64.3
SUCCESS TRANSFORMER CORPORATION BERHAD,7207, Main Market,Industrial Products & Services ,0.52,1.06,1.69,31,2.4,2.41,0.0328,0.52,128.81,1,182.60,Overbought,70.8,Overbought,86.7
SUMATEC RESOURCES BERHAD,1201, Main Market,Energy ,0.005,0.075,-0.59,-16,-0.06,0,0,0.1,0.07,14,42.50,Neutral,52.7,Overbought,100
SUMATEC RESOURCES BERHAD,1201, Main Market,Energy ,0.005,0.075,-0.59,-8,-0.06,0,0,0.05,0.07,7,21.30,Neutral,43.1,Oversold,0
SUNGEI BAGAN RUBBER COMPANY (MALAYA) BERHAD,2569, Main Market,Plantation ,2.97,3.6,-1.27,-27,-11.27,6,0.02,0.34,19.82,15,199.00,Neutral,47.8,Overbought,100
SUNSURIA BERHAD,3743, Main Market,Property ,0.58,1.26,11.34,6,11.45,0,0,0.64,58.04,1,519.20,Neutral,54.4,Neutral,54.5
SUNWAY BERHAD,5211, Main Market,Industrial Products & Services ,1.35,1.69,7.86,12,13.38,5.45,0.0336,0.95,109.86,1,7977.70,Neutral,50.4,Oversold,0
SUNWAY CONSTRUCTION GROUP BERHAD,5263, Main Market,Construction ,1.3,2.41,24.33,16,11.19,7,0.0393,3.87,174.56,1,2301.40,Neutral,67.9,Overbought,80
SUNZEN BIOTECH BERHAD,148, Ace Market,Consumer Products & Services ,0.13,0.28,-6.55,-13,-1.31,0,0,0.85,57.08,0,89.50,Neutral,48,Neutral,33.3
SUPERCOMNET TECHNOLOGIES BERHAD,1, Ace Market,Industrial Products & Services ,0.28,0.92,9,42,1.89,0,0,3.76,13.73,6,508.00,Neutral,52,Neutral,38.9
SUPERLON HOLDINGS BERHAD,7235, Main Market,Industrial Products & Services ,0.995,1.61,8,18,6.25,1.14,0.0102,1.43,64.78,2,179.20,Oversold,20.5,Oversold,6.7
SUPERLON HOLDINGS BERHAD,7235, Main Market,Industrial Products & Services ,0.995,1.61,8,18,6.25,1.14,0.0102,1.43,64.78,2,179.20,Oversold,22.5,Oversold,7.4
SUPERLON HOLDINGS BERHAD,7235, Main Market,Industrial Products & Services ,0.995,1.61,8,18,6.25,1.14,0.0103,1.42,64.78,2,177.60,Oversold,21.7,Oversold,3.7
SURIA CAPITAL HOLDINGS BERHAD,6521, Main Market,Transportation & Logistics ,1.37,1.85,4.91,9,15.31,2.92,0.0206,0.46,115.82,1,491.10,Neutral,46.8,Neutral,38.5
SYCAL VENTURES BERHAD,9717, Main Market,Construction ,0.21,0.295,1.01,34,0.66,0,0,0.34,14.07,2,93.70,Neutral,47.2,Neutral,33.3
SYF RESOURCES BERHAD,7082, Main Market,Consumer Products & Services ,0.21,0.37,-8.73,-6,-3.93,1.25,0.0568,0.49,36.27,1,136.20,Neutral,44.7,Oversold,0
SYMPHONY LIFE BERHAD,1538, Main Market,Property ,0.32,0.805,9.34,4,9.66,0,0,0.38,27.72,1,233.20,Neutral,55.2,Neutral,42.9
T7 GLOBAL BERHAD,7228, Main Market,Energy ,0.3,0.61,5.38,30,1.83,0,0,1.59,50.17,1,226.50,Overbought,75.4,Neutral,71.9
TA ANN HOLDINGS BERHAD,5012, Main Market,Plantation ,1.93,3.3,5.86,14,17.58,10,0.0408,0.82,216.31,1,1089.90,Neutral,46.9,Oversold,18.8
TA ENTERPRISE BERHAD,4898, Main Market,Financial Services ,0.495,0.695,3.05,14,4.36,0,0,0.43,128.53,0,1052.80,Neutral,33.2,Oversold,0
TA GLOBAL BERHAD,5158, Main Market,Property ,0.24,0.335,5.03,9,2.92,0,0,0.43,36.32,1,1330.40,Neutral,41.3,Neutral,25
TA WIN HOLDINGS BERHAD,7097, Main Market,Industrial Products & Services ,0.405,0.69,-5.38,-9,-4.79,0,0,0.51,474.3,0,36.20,Neutral,42.1,Neutral,52.6
TADMAX RESOURCES BERHAD,4022, Main Market,Property ,0.165,0.295,1.5,33,0.71,0,0,0.5,21.94,1,184.20,Neutral,43.5,Neutral,28.6
TALAM TRANSFORM BERHAD,2259, Main Market,Property ,0.025,0.045,-6.71,-8,-0.57,0,0,0.53,1.66,3,189.90,Neutral,62.4,Overbought,100
TALIWORKS CORPORATION BERHAD,8524, Main Market,Utilities ,0.685,1.49,9.39,18,4.92,4.8,0.0555,1.65,18.61,5,1743.70,Neutral,52.9,Neutral,31.3
TAN CHONG MOTOR HOLDINGS BERHAD,4405, Main Market,Consumer Products & Services ,1.33,1.91,3.45,11,15.03,2,0.0118,0.39,722.95,0,1135.70,Neutral,67.8,Overbought,81.8
TANCO HOLDINGS BERHAD,2429, Main Market,Property ,0.045,0.145,-5.27,-4,-1.14,0,0,0.23,5.53,1,36.10,Neutral,41.2,Oversold,0
TASEK CORPORATION BERHAD,4448, Main Market,Industrial Products & Services ,4.05,8.5,-4.01,-28,-17.64,20,0.0404,1.13,448.77,1,611.90,Neutral,60,Neutral,48.6
TDM BERHAD,2054, Main Market,Plantation ,0.145,0.395,-6.88,-4,-4.54,0.5,0.027,0.28,24.07,1,311.30,Neutral,47.7,Neutral,33.3
TECHFAST HOLDINGS BERHAD,84, Ace Market,Industrial Products & Services ,0.26,0.565,15.28,19,1.74,0.5,0.0149,2.94,13.33,3,76.40,Neutral,49.4,Neutral,27.8
TECHNODEX BHD,132, Ace Market,Technology ,0.065,0.14,-17,-6,-1.19,0,0,1,10.21,1,41.30,Neutral,38.2,Neutral,33.3
TECHNODEX BHD,132, Ace Market,Technology ,0.065,0.135,-17,-6,-1.19,0,0,1.07,10.21,1,44.30,Neutral,46.2,Neutral,66.7
TECHNODEX BHD,132, Ace Market,Technology ,0.065,0.13,-17,-7,-1.19,0,0,1.14,10.21,1,47.20,Neutral,51.1,Overbought,100
TECK GUAN PERDANA BERHAD,7439, Main Market,Consumer Products & Services ,0.695,1.55,5.19,22,6.35,0,0,1.15,752.93,0,56.50,Overbought,70.4,Neutral,75.9
TECK GUAN PERDANA BERHAD,7439, Main Market,Consumer Products & Services ,0.695,1.55,5.19,22,6.35,0,0,1.14,752.93,0,55.70,Neutral,68.8,Neutral,72.4
TEK SENG HOLDINGS BERHAD,7200, Main Market,Consumer Products & Services ,0.22,0.385,-23.71,-2,-13.99,0,0,0.42,52.85,0,85.30,Neutral,45.4,Neutral,25
TELEKOM MALAYSIA BERHAD,4863, Main Market,Telecommunications & Media ,2.11,5.78,2.04,78,4.08,2,0.0063,1.59,314.52,1,11950.20,Neutral,65.2,Neutral,75.6
TENAGA NASIONAL BHD,5347, Main Market,Utilities ,12.52,16.34,6.44,19,65.48,30.27,0.0238,1.25,886.12,1,72223.50,Neutral,32.9,Oversold,8.2
TEO GUAN LEE CORPORATION BERHAD,9369, Main Market,Consumer Products & Services ,0.88,1.1,7.26,6,15.25,5,0.0526,0.45,219.48,0,38.70,Neutral,43.3,Oversold,6.7
TFP SOLUTIONS BERHAD,145, Ace Market,Technology ,0.085,0.21,-0.19,-10,-0.95,0,0,0.02,24.28,0,19.80,Neutral,47.3,Neutral,25
TH HEAVY ENGINEERING BERHAD,7206, Main Market,Energy ,0.025,0.09,-4.6,-24,-0.23,0,0,1.1,0.23,24,61.70,Neutral,61.8,Neutral,75
TH PLANTATIONS BERHAD,5112, Main Market,Plantation ,0.455,0.95,-74.74,-1,-67.27,0,0,0.57,58.76,1,450.80,Neutral,36.1,Oversold,0
THETA EDGE BERHAD,9075, Main Market,Technology ,0.24,0.45,-2.38,-30,-1.5,0,0,0.71,65.71,1,47.70,Overbought,71.8,Overbought,93.8
THONG GUAN INDUSTRIES BERHAD,7034, Main Market,Industrial Products & Services ,2.07,3.08,9.13,8,33.25,0,0,0.73,631.51,0,361.60,Overbought,70.9,Overbought,84.6
THRIVEN GLOBAL BERHAD,7889, Main Market,Property ,0.175,0.65,11.44,5,4,0,0,0.62,46.49,0,110.60,Neutral,50.5,Neutral,33.3
TIEN WAH PRESS HOLDINGS BERHAD,7374, Main Market,Industrial Products & Services ,1.04,1.6,-1.88,-32,-4.24,8,0.0597,0.6,236.58,1,194.00,Overbought,75.6,Overbought,95.7
TIGER SYNERGY BERHAD,7079, Main Market,Property ,0.02,0.12,-1.16,-26,-0.29,0,0,0.3,1.21,6,86.70,Neutral,38.7,Oversold,0
TIMBERWELL BERHAD,7854, Main Market,Industrial Products & Services ,0.41,0.7,12.83,9,7.3,0,0,1.12,40.01,2,57.00,Neutral,50.7,Neutral,79.3
TIME DOTCOM BERHAD,5031, Main Market,Telecommunications & Media ,7.06,8.66,11.45,17,49.46,20.56,0.0239,1.99,168.48,5,5019.80,Neutral,60.7,Overbought,93.4
TITIJAYA LAND BERHAD,5239, Main Market,Property ,0.285,0.605,4.31,8,4.05,0.25,0.0078,0.34,22.51,1,430.20,Neutral,52.1,Neutral,33.3
TOMYPAK HOLDINGS BERHAD,7285, Main Market,Industrial Products & Services ,0.48,0.865,-0.96,-109,-0.44,0,0,1.05,40.1,1,203.60,Oversold,26.6,Oversold,3.2
TONG HERR RESOURCES BERHAD,5010, Main Market,Industrial Products & Services ,2.66,4.28,13.17,9,38.71,8,0.0222,1.22,507.17,1,566.70,Neutral,35.8,Oversold,4.5
TOP GLOVE CORPORATION BHD,7113, Main Market,Health Care ,4.3,12.48,17.34,27,16.99,5.93,0.0131,4.6,185.09,2,11548.20,Neutral,43.8,Neutral,61.8
TOP GLOVE CORPORATION BHD,7113, Main Market,Health Care ,4.3,12.48,17.34,27,16.99,5.93,0.013,4.66,185.09,2,11701.90,Neutral,49,Overbought,96.6
TOP GLOVE CORPORATION BHD,7113, Main Market,Health Care ,4.3,12.48,17.34,27,16.99,5.93,0.0128,4.71,185.09,2,11829.90,Neutral,51.4,Overbought,88.9
TOYO INK GROUP BERHAD,7173, Main Market,Industrial Products & Services ,0.51,1.04,2.48,23,2.8,1,0.0156,0.57,85.13,1,68.50,Neutral,50.9,Neutral,58.3
TPC PLUS BERHAD,7176, Main Market,Consumer Products & Services ,0.3,0.46,3.92,30,1.41,0,0,1.17,91.13,0,98.20,Neutral,55.2,Neutral,38.5
TRANSOCEAN HOLDINGS BHD,7218, Main Market,Transportation & Logistics ,0.35,1.15,0.32,228,0.33,0,0,0.73,56.78,1,30.50,Neutral,43.9,Oversold,10
TRC SYNERGY BERHAD,5054, Main Market,Construction ,0.405,0.725,5.05,12,4.34,0,0,0.62,155.47,0,257.10,Neutral,44.5,Neutral,21.4
TRIVE PROPERTY GROUP BERHAD,118, Main Market,Technology ,0.01,0.04,-12.6,-4,-0.35,0,0,0.54,0.16,9,35.20,Neutral,45.3,Oversold,0
TROPICANA CORPORATION BERHAD,5401, Main Market,Property ,0.805,0.93,4.9,8,11.56,2.78,0.0312,0.38,111.23,1,1308.70,Neutral,58.8,Overbought,100
TSH RESOURCES BERHAD,9059, Main Market,Plantation ,0.96,1.59,2.93,38,2.9,0,0,1.11,65.59,2,1520.00,Neutral,49.8,Neutral,61.5
TSR CAPITAL BERHAD,5042, Main Market,Construction ,0.295,0.58,-0.89,-43,-0.93,0,0,0.38,151.83,0,69.80,Neutral,48.4,Oversold,11.1
TURBO-MECH BERHAD,5167, Main Market,Industrial Products & Services ,0.62,0.84,6.18,12,6.06,0,0,0.76,37.9,2,80.50,Neutral,53.8,Neutral,32.1
TURIYA BERHAD,4359, Main Market,Technology ,0.105,0.185,2.06,12,1.09,0,0,0.25,8.86,1,29.70,Neutral,47.3,Oversold,18.2
UCHI TECHNOLOGIES BERHAD,7100, Main Market,Industrial Products & Services ,2.2,3.37,45.03,18,15.31,7,0.0249,8.26,31.05,9,1266.70,Neutral,58.6,Neutral,63.2
UEM EDGENTA BERHAD,1368, Main Market,Industrial Products & Services ,1.86,2.95,9.85,16,17.83,14,0.0481,1.61,262.45,1,2420.00,Neutral,60.2,Overbought,85
UEM SUNRISE BERHAD,5148, Main Market,Property ,0.62,1.03,3.96,14,6.18,0,0,0.54,45.05,2,3788.80,Neutral,58.1,Neutral,43.8
UMS HOLDINGS BERHAD,7137, Main Market,Industrial Products & Services ,2,2.75,2.92,21,11.73,10,0.0408,0.61,196.48,1,99.70,Neutral,49.9,Oversold,0
UMS-NEIKEN GROUP BERHAD,7227, Main Market,Industrial Products & Services ,0.81,1.1,8.05,10,10.06,3,0.0288,0.83,91.6,1,83.20,Neutral,52.5,Neutral,79.3
UMW HOLDINGS BERHAD,4588, Main Market,Consumer Products & Services ,4.2,6.95,10.27,19,29.24,5,0.0089,1.98,967.76,1,6589.20,Neutral,36.6,Oversold,10.3
UNIMECH GROUP BERHAD,7091, Main Market,Industrial Products & Services ,0.9,1.1,7.21,9,11.84,1.5,0.0147,0.62,174.42,1,161.90,Neutral,52,Neutral,50
UNISEM (M) BERHAD,5005, Main Market,Technology ,1.6,3.3,6.64,21,13.06,4.5,0.0162,1.41,184.14,2,2040.00,Oversold,29.5,Oversold,15.8
UNITED MALACCA BERHAD,2593, Main Market,Plantation ,5.12,6.53,-1.3,-58,-9.39,8,0.0148,0.75,99.94,5,1132.30,Neutral,46.6,Neutral,40
UNITED MALACCA BERHAD,2593, Main Market,Plantation ,5.12,6.53,-1.3,-58,-9.39,8,0.0147,0.75,99.94,5,1142.80,Neutral,51,Neutral,71.4
UNITED MALACCA BERHAD,2593, Main Market,Plantation ,5.12,6.53,-1.3,-58,-9.39,8,0.0147,0.75,99.94,5,1140.70,Neutral,50.1,Neutral,66.7
UNITED U-LI CORPORATION BERHAD,7133, Main Market,Industrial Products & Services ,0.42,2.3,0.98,34,1.31,0,0,0.33,93.44,0,96.90,Oversold,24.2,Oversold,14.7
UOA DEVELOPMENT BHD,5200, Main Market,Property ,1.84,2.71,8.09,11,20.54,15,0.0691,0.85,68.5,3,4003.40,Neutral,35.1,Oversold,0
UPA CORPORATION BHD,7757, Main Market,Consumer Products & Services ,2.05,2.56,3.52,19,11.52,0,0,0.66,204.5,1,171.90,Neutral,52.4,Neutral,72.7
UTUSAN MELAYU (MALAYSIA) BERHAD,5754, Main Market,Telecommunications & Media ,0.085,0.46,204.78,0,-168.53,0,0,-0.21,174.96,0,19.40,Neutral,49.9,Neutral,31.6
UZMA BERHAD,7250, Main Market,Energy ,0.55,1.57,4.07,16,6.22,0,0,0.67,114.84,1,326.40,Neutral,69.9,Neutral,78.3
V.S. INDUSTRY BERHAD,6963, Main Market,Industrial Products & Services ,0.63,2.44,8.78,14,7.56,3.41,0.0319,1.24,217.45,0,1943.20,Neutral,60.2,Overbought,85.2
VELESTO ENERGY BERHAD,5243, Main Market,Energy ,0.165,0.335,-0.65,-122,-0.22,0,0,0.78,6.98,4,2177.10,Neutral,63.5,Neutral,70
VERSATILE CREATIVE BERHAD,4995, Main Market,Industrial Products & Services ,0.355,0.75,-40.42,-3,-13.34,0,0,1.35,43.31,1,57.40,Neutral,57.5,Neutral,60
VERTICE BERHAD,7240, Main Market,Consumer Products & Services ,0.75,1.13,-2.27,-51,-1.77,0,0,1.17,130.38,1,170.10,Neutral,55,Neutral,52.2
VISDYNAMICS HOLDINGS BERHAD,120, Ace Market,Technology ,0.29,0.795,17.39,10,4.26,1,0.0235,1.74,21.82,2,71.90,Neutral,32.2,Oversold,8.7
VISDYNAMICS HOLDINGS BERHAD,120, Ace Market,Technology ,0.29,0.795,17.39,10,4.26,1,0.0244,1.67,21.82,2,69.40,Oversold,28.3,Oversold,3.8
VITROX CORPORATION BERHAD,97, Main Market,Technology ,4.85,8.52,25.51,32,22.42,1.75,0.0024,8.27,83.87,9,3421.10,Neutral,69.9,Overbought,88.6
VIVOCOM INTL HOLDINGS BERHAD,69, Ace Market,Technology ,0.015,0.085,-15.25,-1,-1.22,0,0,0.19,2.16,1,85.00,Neutral,38,Oversold,0
VORTEX CONSOLIDATED BERHAD,60, Ace Market,Technology ,0.065,0.165,5.66,21,0.63,0,0,1.21,27.04,0,82.30,Neutral,33.3,Neutral,33.3
VSOLAR GROUP BERHAD,66, Ace Market,Technology ,0.085,0.24,-10.51,-46,-0.45,0,0,4.79,0.66,31,79.10,Neutral,69.7,Neutral,50
WAH SEONG CORPORATION BERHAD,5142, Main Market,Energy ,0.595,1.66,6.74,9,8.36,0,0,0.64,382.14,0,612.20,Neutral,48.6,Neutral,27
WANG-ZHENG BERHAD,7203, Main Market,Consumer Products & Services ,0.995,1.6,5.42,18,6.5,0,0,1,162.7,1,192.00,Neutral,54,Neutral,74.1
WCT HOLDINGS BERHAD,9679, Main Market,Construction ,0.66,1.4,3.51,10,7.89,0,0,0.36,164.74,0,1154.40,Neutral,46.9,Oversold,13.6
WELLCALL HOLDINGS BERHAD,7231, Main Market,Industrial Products & Services ,1.14,1.47,30.18,19,6.67,5.3,0.0408,5.88,35.01,4,647.30,Neutral,63.3,Overbought,100
WHITE HORSE BERHAD,5009, Main Market,Industrial Products & Services ,1.17,1.9,-3.76,-11,-11.33,0,0,0.42,254.39,0,300.00,Oversold,8.7,Neutral,32
WIDAD GROUP BERHAD,162, Ace Market,Construction ,0.22,0.405,9.92,67,0.5,0,0,6.64,6.79,5,822.30,Neutral,56.6,Neutral,50
WIDETECH (MALAYSIA) BERHAD,7692, Main Market,Industrial Products & Services ,0.46,0.655,4.83,14,3.96,0,0,0.66,17.9,3,24.20,Neutral,44.8,Oversold,20
WILLOWGLEN MSC BERHAD,8, Main Market,Technology ,0.415,1.32,7.07,20,2.24,0,0,1.4,27.15,2,220.70,Neutral,40.8,Oversold,0
WMG HOLDINGS BERHAD,6378, Main Market,Property ,0.105,0.25,-8.13,-2,-5.31,0,0,0.18,5.91,2,51.10,Neutral,44.8,Neutral,25
WONG ENGINEERING CORPORATION BERHAD,7050, Main Market,Industrial Products & Services ,0.515,1.1,7.31,13,4.14,1.6,0.0288,0.98,52.93,1,63.60,Neutral,43.1,Neutral,47.1
WONG ENGINEERING CORPORATION BERHAD,7050, Main Market,Industrial Products & Services ,0.515,1.1,7.31,14,4.14,1.6,0.0281,1.01,52.93,1,65.30,Neutral,47,Neutral,64.7
WOODLANDOR HOLDINGS BHD,7025, Main Market,Industrial Products & Services ,0.5,0.75,4.16,16,4.7,0,0,0.66,61.8,1,30.00,Neutral,65.5,Overbought,100
WTK HOLDINGS BERHAD,4243, Main Market,Industrial Products & Services ,0.415,0.77,7.26,3,16.85,1,0.0171,0.25,170.8,0,281.60,Overbought,76.8,Neutral,79.2
XIAN LENG HOLDINGS BERHAD,7121, Main Market,Consumer Products & Services ,0.4,0.615,-1.84,-37,-1.16,0,0,0.68,16.22,3,34.40,Neutral,45.3,Neutral,50
XIN HWA HOLDINGS BERHAD,5267, Main Market,Transportation & Logistics ,0.62,1.16,3.52,36,2.43,0,0,1.27,54.19,2,189.00,Neutral,61.3,Neutral,60.7
XINGHE HOLDINGS BERHAD,95, Ace Market,Consumer Products & Services ,0.025,0.06,-4.64,-4,-0.89,0,0,0.18,12.24,0,90.10,Neutral,47.9,Neutral,66.7
XOX BHD,165, Ace Market,Telecommunications & Media ,0.05,0.105,-8.64,-5,-0.96,0,0,0.45,20.26,0,54.60,Neutral,42.2,Oversold,0
Y&G CORPORATION BHD,7003, Main Market,Property ,0.91,1,3.82,16,5.54,0,0,0.63,32.67,3,181.40,Oversold,19.2,Oversold,0
Y.S.P.SOUTHEAST ASIA HOLDING BERHAD,7178, Main Market,Health Care ,2.33,3.39,9.62,13,21.94,0,0,1.27,208.71,1,401.20,Neutral,58.7,Neutral,65.2
YBS INTERNATIONAL BERHAD,25, Ace Market,Industrial Products & Services ,0.125,0.195,5.21,11,1.25,0,0,0.58,29.64,0,33.90,Neutral,44,Neutral,25
YEE LEE CORPORATION BHD,5584, Main Market,Consumer Products & Services ,1.8,2.36,5.94,10,19.56,0,0,0.57,585.59,0,358.30,Neutral,52.1,Overbought,80
YFG BERHAD,7122, Main Market,Industrial Products & Services ,0.005,0.025,12.63,0,-2.02,0,0,-0.03,0.56,1,3.00,Oversold,25,Oversold,0
YGL CONVERGENCE BERHAD,86, Ace Market,Technology ,0.1,0.17,-14.07,-12,-1.01,0,0,1.67,1.48,8,27.90,Neutral,55.3,Neutral,40
YINSON HOLDINGS BERHAD,7293, Main Market,Energy ,3.75,4.95,13.61,21,21.78,6,0.0131,2.87,94.65,5,5018.80,Neutral,63.8,Neutral,55.2
YINSON HOLDINGS BERHAD,7293, Main Market,Energy ,3.75,4.95,13.61,21,21.78,6,0.013,2.88,94.65,5,5029.70,Neutral,64.6,Neutral,58.6
YLI HOLDINGS BERHAD,7014, Main Market,Industrial Products & Services ,0.2,0.445,-15.53,-1,-20.04,0,0,0.2,114.22,0,26.80,Neutral,50.5,Neutral,28.6
YNH PROPERTY BERHAD,3158, Main Market,Property ,1.04,1.66,1.72,42,2.95,0.7,0.0057,0.72,68.57,2,650.70,Neutral,48.4,Neutral,71.4
YONG TAI BERHAD,7066, Main Market,Property ,0.3,1.55,-0.53,-60,-0.59,0,0,0.32,23.67,2,172.40,Neutral,49.4,Neutral,50
YOONG ONN CORPORATION BERHAD,5159, Main Market,Consumer Products & Services ,0.95,1.31,12.6,7,17.64,4,0.0339,0.84,136.97,1,188.80,Neutral,65.8,Neutral,68.4
